nc,lv,yr,pid,mid,sn,pn,gnd,hse,tg,sc,sl,ss,sr,g,gd,log,stdResA,stdResB,isIEP,isEAL,isGT,isTotal,isKPI,isVA
13,US,2004,26707,430885830,Sasha,Cud,F,x,x,I,Chemistry (HL),Ch,x,x,5,x,-0.5321694,-0.09840111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,14631,855034673,Geoff,Conre,M,C,x,G,Chemistry,C,8462H,5/C/3,7,x,-0.531140717,-0.758656892,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,14510,304960439,Bing,Kellard,M,x,x,A,Chemistry,C,x,x,C,x,-0.5299895,-0.3741469,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
13,US,2004,13817,803896065,Vladimir,Bremmer,F,x,x,I,Chemistry (HL),Ch,x,x,5,x,-0.5268247,0.00390626,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,18515,548225526,Eberhard,Cereceres,F,St,x,G,Chemistry,C,8462H,5/C/3,6,x,-0.52641138,-0.931151384,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,31098,800649260,Vivien,Curnick,M,C,x,G,Chemistry,C,x,Sc.1,7,x,-0.525966903,NULL,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,47781,432131695,Joeann,Swaine,M,C,x,G,Chemistry,C,8462H,5/C/2,7,x,-0.52434216,-0.781822818,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,29261,933984140,Marcile,Pull,M,Bw,x,G,Chemistry,C,8462H,5/C/3,7,x,-0.51263532,-0.772865792,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2006,16626,429269311,Krispin,Pealing,M,SH,x,A,Chemistry,C,H432A,C.C,C,x,-0.5116296,-0.2851334,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,45776,536812077,Bianka,Grimble,F,x,x,G,Chemistry,C,x,Sc.1,8,x,-0.509025338,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,44013,873511574,Ariella,Holdforth,F,Hm,x,G,Chemistry,C,8462H,5/C/1,6,,-0.501871773,-0.887907476,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2006,49405,249233622,Ramon,Stimpson,M,SH,x,I,Chemistry (HL),Ch,8034,C.Ah,5,x,-0.5000644,-0.5621289,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,26929,976951836,Lisle,Bootyman,M,W,x,G,Chemistry,C,8462H,5/C/4,7,,-0.495606553,-0.716895588,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2011,40732,219072515,Orrin,Castles,F,RHB,x,A,Chemistry,C,H432A,7/C/A,C,x,-0.4908783,-0.9217134,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,16299,666938572,Stephannie,Gregorace,M,H,x,G,Chemistry,C,8462H,5/C/1,7,,-0.49012378,-0.712890532,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,40047,749436565,Judon,Jossel,M,x,x,A,Chemistry,C,x,x,B,x,-0.4892297,-0.1448921,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,36040,809026130,Bartie,MacNelly,F,x,x,A,Chemistry,C,x,x,B,x,-0.4892297,0.7011541,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,48365,951044853,Kenna,Petrie,F,Hm,x,G,Chemistry,C,x,Sc.2,7,x,-0.485920681,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2007,22089,424668362,Alyssa,Wemm,F,RH,x,A,Chemistry,C,H432,C.A,B,x,-0.485605,0.1310187,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,27807,925096423,Brandise,Beane,M,W,x,G,Chemistry,C,x,Sc.3,6,x,-0.483115396,NULL,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
13,US,2008,47464,461289456,Cale,Woodberry,F,RH,x,A,Chemistry,C,x,C.C,B,x,-0.4814837,-0.7069024,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2009,34440,894055506,Ronna,Linke,M,W,x,G,Chemistry,C,8462H,5/C/2,6,x,-0.470680344,-0.682196119,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,28199,496419327,Bibbie,Scowcraft,F,B,x,G,Chemistry,C,8462H,5/C/3,5,x,-0.469830219,-0.612968853,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,37655,466996884,Chris,Casetti,F,St,x,G,Chemistry,C,8462H,C_TA/1,5,x,-0.465336374,-1.010380621,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2009,22882,138812500,Dasi,Elford,M,Cl,x,G,Chemistry,C,8462H,5/C/2,6,x,-0.464485391,-0.674603523,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,43349,598864790,Reena,Bhatia,F,St,x,G,Chemistry,C,x,Sc.4,7,x,-0.461719049,NULL,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2011,24185,703800417,Arda,Pendle,M,Bw,x,G,Chemistry,C,8462H,5/C/3,6,x,-0.457988607,-0.869777122,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2007,27504,946920294,Nellie,Grogor,F,RH,x,I,Chemistry (HL),Ch,x,C.Ah1,5,x,-0.4559328,-0.5869992,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,44985,881314895,Lexi,Griffin,M,C,x,G,Chemistry,C,8462H,5/C/4,6,,-0.45134494,-0.842427312,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,37948,759315733,Ellsworth,Blees,M,W,x,G,Chemistry,C,x,Sc.1,8,x,-0.444949486,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2006,43833,113897419,Stephanus,Huckett,F,RH,x,A,Chemistry,C,H432A,C.A,D,x,-0.44434,-0.682474,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2009,34344,762434686,Monroe,Huddles,F,RHD,x,A,Chemistry,C,H432A,7/C/C,A,x,-0.4396215,0.2464105,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2012,10954,403095455,Andrej,Pointon,M,H,x,G,Chemistry,C,8462H,5/C/4,7,,-0.4378626,-0.674215614,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2012,13518,963571184,Ettore,Elston,M,C,x,G,Chemistry,C,8462H,5/C/4,8,,-0.436660553,-0.369716294,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2004,24656,836400164,Hercules,Furtado,F,x,x,A,Chemistry,C,x,x,B,x,-0.4363154,-0.2916826,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,46155,899344181,Kora,Coda,F,x,x,A,Chemistry,C,x,x,B,x,-0.4363154,-0.2142839,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,37121,187937513,Isidora,Chasmoor,F,St,x,G,Chemistry,C,8462H,5/C/3,5,,-0.428734687,-0.909375036,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2005,22315,726194056,Adam,Comolli,F,RH,x,I,Chemistry (HL),Ch,8034,x,5,x,-0.4252781,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2009,42852,970000289,Casey,Tavener,F,RHD,x,A,Chemistry,C,H432A,7/C/C,A,x,-0.411507,-0.2363456,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2006,45843,238512612,Ferdie,Povey,M,SH,x,I,Chemistry (SL),Cs,8035,C.C2s,6,x,-0.3998021,-0.7127431,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
11,MS,2011,30694,353920166,Katerina,MacCafferky,M,Cl,x,G,Chemistry,C,8462H,5/C/2,5,x,-0.390481153,-0.906162054,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2012,39363,284130684,Tally,Dacre,M,SHD,x,I,Chemistry (HL),Ch,,7/Ch/A,6,,-0.3843688,0.5643044,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2012,39181,903685465,Barrie,Bolderoe,F,Hm,x,G,Chemistry,C,8462H,5/C/1,6,,-0.3839362,-0.78118755,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,37875,253742884,Celestyn,Sivewright,M,W,x,G,Chemistry,C,8462H,5/C/2,8,,-0.37560176,-0.340130253,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2007,40418,263594473,Annabel,De Lacey,M,Bw,x,G,Chemistry,C,x,Sc.2,8,x,-0.372506775,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,19146,945512612,Amby,Howes,F,G,x,G,Chemistry,C,8462H,5/C/3,6,x,-0.371229313,-0.791434175,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2010,11322,146719627,Alix,Licari,F,RHB,x,A,Chemistry,C,H432A,C/A,A,x,-0.3630098,0.1153495,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2010,43852,589530320,Hildagard,Sailor,F,RHB,x,I,Chemistry (SL),Cs,x,A,5,x,-0.3585169,0.3221019,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
11,MS,2011,41952,155545001,Lurleen,Drust,M,Bw,x,G,Chemistry,C,8462H,5/C/2,6,x,-0.338899133,-0.762116895,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2008,26459,639200251,Jeanette,Wapplington,F,RH,x,A,Chemistry,C,x,C.D,B,x,-0.3366434,0.2614829,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2005,26572,113823130,Wayne,Wedmore,M,SH,x,A,Chemistry,C,H432A,x,C,x,-0.3315598,-1.009349,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,28065,389281465,Bond,Simion,M,W,x,G,Chemistry,C,8462H,5/C/1,6,x,-0.324703033,-0.501804884,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,22525,658248236,Cele,Hazeldean,M,C,x,G,Chemistry,C,8462H,5/C/4,7,,-0.31747936,-0.581687414,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2008,35437,580948693,Angel,Radbone,F,Hm,x,G,Chemistry,C,8462H,5/C/2,6,x,-0.310160162,-0.537227146,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2009,24643,184615450,Brook,Conniam,F,RHD,x,A,Chemistry,C,H432A,7/C/C,B,x,-0.3085282,0.8505597,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2009,37944,477324177,Ive,Jime,F,RHB,x,I,Chemistry (HL),Ch,x,7/Ch/A,5,x,-0.30665,0.2747209,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2005,33582,555709871,Rikki,Romao,M,SH,x,A,Chemistry,C,H432A,x,B,x,-0.304029,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,16612,861675534,Homere,Babbs,M,Bw,x,G,Chemistry,C,8462H,5/C/1,8,x,-0.289830015,-0.332808919,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,28276,446745362,Elenore,Iacobo,M,H,x,G,Chemistry,C,x,Sc.4,7,x,-0.278607485,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2007,38589,594210461,Ulrick,Redfield,F,RH,x,A,Chemistry,C,H432,C.C,B,x,-0.2780511,-0.5804382,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,45148,907942348,Marcos,Grishukhin,M,Bw,x,G,Chemistry,C,8462H,5/C/2,5,x,-0.270754079,-0.266685184,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2012,16387,716575820,Lilian,Antcliff,M,SHD,x,A,Chemistry,C,H432A,7/C/A,A,,-0.2638844,-0.03106376,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2012,10318,286321783,Frants,Gealle,F,RHD,x,A,Chemistry,C,H432A,7/C/D,A,,-0.2638844,1.823739,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,21599,810254092,Correna,Kivlehan,M,Bw,x,G,Chemistry,C,8462H,5/C/2,6,x,-0.261238167,-0.691452374,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,34966,193167314,Yvon,Weatherburn,M,H,x,G,Chemistry,C,8462H,5/C/10,5,x,-0.259544286,-0.755558205,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,33614,578463805,Anny,Collyer,M,Bw,x,G,Chemistry,C,8462H,5/C/4,6,,-0.25243356,-0.660029687,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,24489,585323564,Fin,Buddington,F,B,x,G,Chemistry,C,8462H,C_TA/2,8,x,-0.229786461,-0.266714643,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,31128,665586758,Joey,Gookey,F,St,x,G,Chemistry,C,8462H,5/C/1,7,x,-0.225237293,-0.540439887,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,15504,332780881,Melessa,Curthoys,M,Bw,x,G,Chemistry,C,8462H,5/C/3,7,x,-0.222303944,-0.420174186,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2010,44249,190565423,Danella,Grundey,F,RHD,x,A,Chemistry,C,H432A,C/A,A,x,-0.2169943,-0.2294762,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2010,40738,707434671,Dehlia,Manie,F,RHD,x,A,Chemistry,C,H432A,C/D,A,x,-0.2169943,0.2619001,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2006,44062,533188740,Ellary,Baume,M,SH,x,I,Chemistry (SL),Cs,8035,C.C2s,6,x,-0.2153666,-0.2245666,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
11,MS,2011,22046,219602187,Dasya,Golsworthy,M,W,x,G,Chemistry,C,8462H,5/C/3,7,x,-0.212970987,-0.530084009,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,36664,122456965,Etheline,Scripps,F,x,x,A,Chemistry,C,x,x,A,x,-0.2103542,0.4366595,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2005,34459,172711577,Milicent,Lawlan,F,RH,x,A,Chemistry,C,H432A,x,A,x,-0.2103542,NULL,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2008,24146,668778245,Alisander,Gother,F,RH,x,A,Chemistry,C,x,C.D,A,x,-0.1959564,1.04813,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2009,12710,526847209,Stacia,Dufaur,F,B,x,G,Chemistry,C,8462H,5/C/1,6,x,-0.176345039,-0.316975225,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,38128,563631613,Stinky,Caunt,M,C,x,G,Chemistry,C,8462H,5/C/3,8,,-0.175669353,-0.231353878,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2009,38585,901175621,Cleve,Erskin,M,W,x,G,Chemistry,C,8462H,5/C/3,6,x,-0.173829275,-0.368373414,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,29325,139281385,Guillaume,Gookes,M,Cl,x,G,Chemistry,C,x,Sc.2,8,x,-0.168833735,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,28404,279916060,Junie,Gypson,F,R,x,G,Chemistry,C,8462H,5/C/3,8,,-0.167436534,-0.198011207,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2012,22303,996938436,Estevan,Klaggeman,M,W,x,G,Chemistry,C,8462H,5/C/4,6,,-0.163513327,-0.57702419,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2008,22437,901322694,Maressa,Lamb-shine,M,SH,x,A,Chemistry,C,x,C.D,C,x,-0.1493189,-0.1056264,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2006,41215,256637737,Nevin,Millson,M,SH,x,A,Chemistry,C,H432A,C.D,D,x,-0.1467751,-0.9348751,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2005,31748,274228591,Gui,Borrie,M,SH,x,A,Chemistry,C,H432A,x,B,x,-0.1452846,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,17199,858709008,Sarita,Colcomb,M,Bw,x,G,Chemistry,C,8462H,5/C/2,8,,-0.144346213,-0.212685478,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,32067,147791665,Ethel,Sallis,F,x,x,A,Chemistry,C,x,x,A,x,-0.1442109,0.6261523,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2007,38999,650031499,Lauren,Cristofolo,F,RH,x,A,Chemistry,C,H432,C.A,A,x,-0.1408197,0.490292,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2008,30475,843435403,Dalenna,Niece,M,Bw,x,G,Chemistry,C,8462H,5/C/2,7,x,-0.131749984,-0.371470951,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,43220,130090431,Gae,Rzehor,M,Bw,x,G,Chemistry,C,x,Sc.2,7,x,-0.12528393,NULL,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2009,42773,634144744,Lennie,Boness,F,R,x,G,Chemistry,C,8462H,5/C/2,6,x,-0.118121798,-0.244133123,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2011,23818,656730994,Sephira,Jeandeau,M,SHB,x,I,Chemistry (SL),Cs,x,7/Cs/D,4,x,-0.1125735,-1.216715,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
11,MS,2011,36423,465374592,Carlie,Reily,F,Hm,x,G,Chemistry,C,8462H,5/C/3,7,x,-0.111637587,-0.443427029,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2006,11475,450047242,Phillip,Faircley,M,SH,x,A,Chemistry,C,H432A,C.C,A,x,-0.1105914,0.4222985,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,46235,953643291,Douglass,Skipton,M,Bw,x,G,Chemistry,C,8462H,5/C/3,5,x,-0.10120192,-0.637762853,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,33182,500432607,Hagan,Bartram,M,C,x,G,Chemistry,C,8462H,5/C/3,4,,-0.098629795,-0.605380685,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,35494,225351929,Brnaba,Walas,F,R,x,G,Chemistry,C,8462H,5/C/1,6,x,-0.094632692,-0.490701598,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,26457,925297512,Brocky,O'Nions,F,x,x,A,Chemistry,C,x,x,A,x,-0.07806768,0.6128077,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,20701,326051657,Hailey,Shah,F,x,x,A,Chemistry,C,x,x,A,x,-0.07806768,1.202638,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,12083,472686757,Erna,Lowin,M,x,x,A,Chemistry,C,x,x,A,x,-0.06483875,-0.3987116,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2005,29208,192274098,Mavra,Easseby,F,RH,x,A,Chemistry,C,H432A,x,A,x,-0.06483875,NULL,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2012,43883,403239741,Keri,Trimnell,M,W,x,G,Chemistry,C,8462H,5/C/1,7,,-0.048264,-0.359909842,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,41794,852228050,Jolyn,Cuddehay,M,W,x,G,Chemistry,C,8462H,5/C/1,8,x,-0.025640133,-0.158906924,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,34827,340857454,Tedman,Feldheim,M,x,x,A,Chemistry,C,x,x,A,x,-0.02515337,0.01230169,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2007,40031,906585684,Kattie,Piotr,F,RH,x,I,Chemistry (HL),Ch,x,C.Ah1,6,x,-0.018223,0.7398953,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
13,US,2011,13188,336596111,Anthiathia,Margiotta,F,RHD,x,A,Chemistry,C,H432A,7/C/C,A,x,-0.01202392,0.4245702,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2006,22225,383533711,Skipton,Cavey,M,SH,x,A,Chemistry,C,H432A,C.C,B,x,-0.007593676,-0.9129764,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,20289,729060856,Shayla,Manus,F,R,x,G,Chemistry,C,8462H,5/C/2,9,,0,0.23770523485467307,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2010,25620,930970458,Carlos,Davitashvili,M,Cl,x,G,Chemistry,C,8462H,C_TA/3,9,x,0.00117816,0.212600497,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2007,46976,298357564,Marijn,Guillon,M,Cl,x,G,Chemistry,C,x,Sc.2,7,x,0.003040582,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,40420,184968771,Herrick,Ness,M,x,x,I,Chemistry (SL),Cs,x,x,6,x,0.01036728,0.4735028,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
11,MS,2007,47668,172302810,Selia,Lamps,F,G,x,G,Chemistry,C,x,Sc.1,7,x,0.011699468,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2006,39607,731611772,Lyman,Benham,M,SH,x,A,Chemistry,C,H432A,C.A,A,x,0.02033773,0.7370204,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,11880,878382987,Burt,Fylan,M,Bw,x,G,Chemistry,C,8462H,5/C/2,8,,0.022088126666666597,-0.106470361,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2011,23847,544110612,Thibaut,Boumphrey,F,B,x,G,Chemistry,C,8462H,5/C/3,9,x,0.029500253,0.185361622,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2007,32509,994296983,Ingelbert,Organ,M,H,x,G,Chemistry,C,x,Sc.2,8,x,0.030690067,NULL,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,17668,219093843,Eliot,Westell,M,Bw,x,G,Chemistry,C,8462H,5/C/1,7,,0.033439113,-0.289240604,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2004,11704,247450744,Almeta,MacKay,F,x,x,A,Chemistry,C,x,x,A,x,0.04099057,0.3352406,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2005,48974,420515257,Shela,Garrioch,F,RH,x,A,Chemistry,C,H432A,x,A,x,0.04099057,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2005,31338,573439285,Hi,Ganter,M,SH,x,A,Chemistry,C,H432A,x,A,x,0.04099057,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,20706,647947686,Godiva,Kopps,F,St,x,G,Chemistry,C,8462H,5/C/3,9,x,0.042000975,0.178840454,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2011,43820,689880719,Janeva,Jersch,M,Bw,x,G,Chemistry,C,8462H,5/C/1,8,x,0.0433059,-0.146145193,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,13326,707265864,Livvy,Broadwood,M,C,x,G,Chemistry,C,x,Sc.1,8,x,0.043570273,NULL,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2011,21565,257422362,Cilka,Keme,M,SHD,x,I,Chemistry (HL),Ch,x,7/Ch/A,6,x,0.05317898,0.2966118,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,47525,719579618,Itch,Clowton,F,Hm,x,G,Chemistry,C,8462H,5/C/3,5,x,0.06537928,-0.482939239,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,31331,265718492,Clark,Dincey,M,H,x,G,Chemistry,C,8462H,5/C/2,7,x,0.070442695,-0.16474841,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
13,US,2006,32896,131125748,Cecilia,McKean,F,RH,x,A,Chemistry,C,H432A,C.D,D,x,0.07937506,-0.6918222,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,23060,269619008,Saw,Jefferies,F,B,x,G,Chemistry,C,8462H,C_TA/3,6,x,0.081729317,-0.418303452,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,11100,950643667,Costa,Rydeard,M,W,x,G,Chemistry,C,x,Sc.2,8,x,0.085125718,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,37944,477324177,Ive,Jime,F,B,x,G,Chemistry,C,x,Sc.4,7,x,0.086732636,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2011,21015,579043449,Verna,McGragh,M,SHB,x,A,Chemistry,C,H432A,7/C/C,A,x,0.09032866,0.8757172,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11,MS,2012,12979,265614660,Krysta,Fronczak,F,B,x,G,Chemistry,C,8462H,5/C/2,6,,0.091225326,-0.289422985,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2006,24334,928248388,Keeley,Kordt,M,SH,x,A,Chemistry,C,H432A,C.D,B,x,0.09952982,-0.4331033,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2008,47679,900303053,Sarina,Joriot,M,Bw,x,G,Chemistry,C,8462H,5/C/1,8,x,0.103589585,-0.086120837,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,47456,469075344,Noelani,Pagram,M,H,x,G,Chemistry,C,8462H,5/C/2,7,x,0.10849856,-0.250023898,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2007,14285,168338653,Christi,Groll,F,Hm,x,G,Chemistry,C,x,Sc.2,9,x,0.11184122,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,34305,169091003,Ranee,Diggin,M,W,x,G,Chemistry,C,x,Sc.2,8,x,0.112341291,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2008,16103,261306954,Aloin,McCusker,M,Cl,x,G,Chemistry,C,8462H,5/C/1,8,x,0.114851254,-0.074861554,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2006,12230,490555716,Allyce,Charles,M,SH,x,A,Chemistry,C,H432A,C.C,A,x,0.1155581,-0.2289581,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,26136,368354355,Timothee,Bains,F,Hm,x,G,Chemistry,C,x,Sc.1,8,x,0.115724654,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2007,39593,361375215,Babbie,De Caville,F,RH,x,A,Chemistry,C,H432,C.A,A,x,0.1186227,0.7610488,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2008,33024,991191875,Kingsly,Guerra,F,G,x,G,Chemistry,C,8462H,5/C/1,7,x,0.122160277,-0.064429121,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,42044,574130178,Sascha,Morin,M,C,x,G,Chemistry,C,8462H,5/C/3,7,x,0.130604685,-0.095782878,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
